game_num,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C6,C7,C8,D1,D2,D3,D4,A25,A26,A27,A28,A29,A30,A31,A32
94,-0.728,-1.446,-2.713,0.852,-0.383,-0.188,0.145,0.361,-2.923,2.88,-1.449,0.346,0.348,-1.296,-0.508,0.983,1.424,-0.634,-0.822,-0.033,-0.88,0.381,0.857,-0.935,-0.712,-1.112,-1.047,-2.422,-2.352,-2.909,-2.0,-0.511
95,1.052,0.245,-4.652,0.523,0.305,-0.401,0.405,0.689,-1.517,0.018,0.426,-0.123,1.825,-1.435,0.987,-0.396,0.191,-0.554,0.279,0.033,-0.407,3.028,1.24,1.136,-0.593,-1.059,-1.113,-2.065,-2.299,-2.618,-1.658,-0.581
96,-0.363,1.756,-1.481,2.583,-0.275,-0.635,1.176,-0.28,-0.772,-0.734,1.267,-0.22,0.556,-0.41,2.079,0.128,-0.494,1.886,0.806,3.021,1.053,1.546,1.534,0.577,-0.614,-1.069,-1.101,-2.13,-2.309,-2.671,-1.72,-0.568
97,-0.311,-0.452,2.243,-0.514,-0.956,-0.875,1.547,-0.711,-0.358,-0.516,2.525,1.936,0.991,-1.451,0.93,-1.1,-0.385,0.793,-1.047,-0.96,0.309,-0.674,1.058,-0.519,-0.579,-1.053,-1.12,-2.025,-2.293,-2.586,-1.619,-0.589
98,-1.474,-1.151,2.487,-0.428,-1.355,-0.781,0.22,-2.095,0.276,-1.591,4.298,1.799,-0.393,-0.415,1.061,0.219,-1.363,-0.007,-1.294,0.023,-0.035,-0.362,0.478,0.684,-0.61,-1.067,-1.103,-2.118,-2.307,-2.661,-1.708,-0.571
99,-2.791,-1.722,1.686,-1.359,-0.864,0.113,0.953,-1.225,3.978,-1.469,2.112,2.686,-0.706,0.615,0.168,-0.338,-2.162,-1.661,-0.679,-0.991,1.501,2.077,-0.179,2.032,-0.636,-1.078,-1.089,-2.194,-2.318,-2.723,-1.781,-0.556
100,-0.104,-1.131,2.177,0.813,0.347,1.319,0.293,-3.016,3.241,-2.636,3.654,2.408,-2.48,0.688,0.433,0.289,-2.136,-2.274,0.839,-0.026,0.824,1.69,-0.332,-2.576,-0.698,-1.106,-1.055,-2.381,-2.346,-2.875,-1.96,-0.519
101,-0.418,0.803,1.503,0.577,1.685,0.292,0.198,1.813,2.252,5.337,0.282,-1.211,3.582,0.588,0.07,0.173,2.572,-1.061,0.756,1.022,0.009,-2.408,0.506,1.63,-0.612,-1.068,-1.102,-2.124,-2.308,-2.666,-1.714,-0.57
102,-0.126,2.558,1.588,-0.393,0.895,-2.325,1.084,1.328,2.124,0.961,3.203,0.741,2.447,1.6,1.116,0.935,1.229,4.659,0.02,2.016,0.239,-0.648,-0.347,2.351,-0.623,-1.073,-1.096,-2.157,-2.312,-2.693,-1.745,-0.563
103,-0.568,0.092,-2.249,1.664,0.296,0.405,2.865,1.406,-2.119,0.245,0.051,-0.351,3.192,-1.375,2.203,-0.519,4.577,3.126,0.522,1.005,2.676,-1.107,0.933,-0.181,-0.644,-1.082,-1.085,-2.218,-2.322,-2.743,-1.805,-0.551
104,-0.339,-0.429,-4.765,0.483,1.024,-0.912,-0.442,-0.665,-1.346,-0.48,-0.468,-1.059,0.004,-1.452,3.925,-0.078,-0.352,-0.181,-1.072,1.041,-0.713,1.349,2.044,1.508,-0.578,-1.053,-1.121,-2.022,-2.292,-2.583,-1.616,-0.59
105,0.024,0.269,-2.66,2.52,-1.715,0.563,-0.584,-0.265,5.496,-0.946,-0.566,0.881,-0.163,0.564,-1.018,-1.373,-0.776,-1.527,-0.746,-0.967,0.571,0.051,0.226,0.162,-0.592,-1.059,-1.113,-2.062,-2.298,-2.616,-1.655,-0.582
106,-0.074,1.35,2.312,-0.49,0.215,0.435,-0.545,-1.103,-0.462,-0.821,3.46,0.897,-0.118,1.56,0.967,1.707,-0.662,-0.434,0.166,0.035,0.495,-1.869,1.177,-0.745,-0.588,-1.057,-1.115,-2.051,-2.297,-2.607,-1.644,-0.584
107,0.508,0.7,0.19,-0.532,0.914,-0.112,-0.382,-0.412,-0.279,-0.283,-0.426,0.966,1.074,1.541,-0.099,2.047,-0.173,-0.034,0.79,-0.956,0.167,-1.525,-0.034,-0.346,-0.573,-1.05,-1.124,-2.005,-2.29,-2.569,-1.6,-0.593
108,0.383,-0.196,2.153,-0.545,-1.176,-1.276,0.667,-0.204,4.776,-0.122,3.608,0.987,-0.868,1.536,-0.118,2.149,-0.026,-0.914,-0.323,0.047,-0.932,-1.422,-0.097,-0.226,-0.568,-1.048,-1.126,-1.991,-2.288,-2.558,-1.587,-0.596
109,0.606,-1.382,3.218,-1.522,-1.016,1.015,0.58,-0.573,0.678,-0.409,2.548,2.95,-1.971,0.546,-0.083,-0.032,-0.287,-1.127,1.878,1.042,0.243,-1.606,0.016,-1.439,-0.576,-1.052,-1.122,-2.016,-2.291,-2.578,-1.61,-0.591
110,0.223,0.267,2.69,0.643,0.146,0.131,-0.053,1.752,4.972,-0.487,1.108,1.684,-1.712,1.616,0.17,1.651,-0.179,-1.674,0.333,0.009,2.512,2.065,0.828,1.019,-0.636,-1.078,-1.089,-2.195,-2.318,-2.724,-1.782,-0.556
111,-0.801,0.451,2.974,-0.258,2.846,-1.592,0.565,-3.863,4.546,-1.741,1.843,3.523,-2.16,2.658,-0.676,-0.143,-2.32,-2.608,0.212,2.989,-0.722,0.263,0.318,0.088,-0.672,-1.094,-1.069,-2.303,-2.335,-2.812,-1.886,-0.534
112,-2.275,-0.153,1.836,-0.306,-0.494,-1.212,0.751,-3.079,1.753,-2.132,1.972,2.601,-1.943,0.637,-0.751,0.243,-2.766,-3.154,-0.215,1.998,-0.094,4.653,0.08,-0.46,-0.655,-1.087,-1.079,-2.251,-2.327,-2.769,-1.836,-0.545
113,-0.339,-0.429,0.235,2.483,0.024,0.088,0.558,-0.665,-0.346,-0.48,2.532,1.941,2.004,-0.452,-0.075,0.922,-0.352,-0.181,-0.072,-0.959,1.287,-0.651,0.044,0.508,-0.578,-1.053,-1.121,-2.022,-2.292,-2.583,-1.616,-0.59
114,0.414,-0.058,0.454,-0.44,0.565,-0.927,0.264,1.089,0.325,1.552,0.328,-0.183,2.658,-0.419,1.044,1.309,0.767,4.099,-0.395,1.025,1.878,1.73,1.422,1.79,-0.606,-1.065,-1.105,-2.105,-2.305,-2.651,-1.696,-0.573
115,-1.456,-0.001,2.783,-0.325,-0.624,-0.45,-0.178,-2.779,0.832,-1.899,5.021,1.631,-2.859,1.629,-0.779,0.39,-2.554,-2.981,0.622,2.002,-0.236,3.802,-0.011,1.713,-0.648,-1.084,-1.082,-2.231,-2.324,-2.753,-1.816,-0.549
116,-0.112,-0.454,1.592,0.609,0.905,0.693,0.078,-0.695,1.118,-1.057,1.199,0.739,1.441,0.601,1.118,0.924,-0.787,0.646,1.032,0.016,2.249,4.34,0.66,1.338,-0.624,-1.073,-1.096,-2.158,-2.313,-2.694,-1.747,-0.563
117,-0.711,-0.953,-1.583,0.547,-0.525,-1.091,0.313,-0.703,-1.62,0.713,0.362,-0.162,0.716,-2.425,1.024,0.412,2.914,2.219,0.493,0.028,0.779,4.833,0.359,-0.09,-0.602,-1.063,-1.108,-2.092,-2.303,-2.64,-1.683,-0.576
118,0.233,0.094,2.401,-1.458,0.435,-0.164,0.335,-1.611,0.404,-1.215,3.377,0.847,-2.258,0.573,-0.985,0.457,-1.021,-1.727,-1.558,-0.971,0.735,-2.121,-0.669,-0.037,-0.599,-1.062,-1.109,-2.085,-2.302,-2.635,-1.677,-0.577
119,0.261,0.071,-3.591,2.545,1.455,-0.127,1.324,1.343,1.392,3.749,0.37,1.842,1.729,-1.426,2.019,0.434,0.947,3.246,-0.533,1.029,0.757,-0.144,2.345,0.936,-0.6,-1.062,-1.108,-2.088,-2.302,-2.637,-1.68,-0.577
120,1.44,-1.586,1.336,0.869,0.737,1.031,-0.92,-2.916,3.004,-2.335,2.506,0.319,-1.729,-0.289,-0.482,-1.154,-1.772,-3.794,1.329,-0.037,2.251,-1.757,0.941,-0.095,-0.718,-1.115,-1.044,-2.441,-2.355,-2.924,-2.018,-0.507
121,-0.1,-0.97,4.47,-0.084,-0.932,-0.367,0.9,-1.677,0.803,-0.926,1.381,0.243,-0.94,1.731,0.59,-1.528,-2.31,1.766,-0.257,-1.046,-0.388,0.865,1.173,0.466,-0.735,-1.122,-1.034,-2.492,-2.363,-2.965,-2.067,-0.497
122,-0.672,-0.492,0.303,-0.142,0.657,-0.115,-0.876,1.269,2.053,0.808,2.536,0.337,0.322,-0.294,0.501,0.937,0.359,2.312,1.228,-0.034,-0.836,-0.665,0.885,1.011,-0.714,-1.113,-1.046,-2.429,-2.353,-2.914,-2.006,-0.51
123,-0.919,-1.122,-0.477,-1.066,0.198,-1.13,-1.171,0.024,0.724,0.841,4.332,1.213,-0.023,-0.261,0.619,-0.676,-0.522,2.592,-0.094,-1.05,-1.246,-1.284,0.264,0.294,-0.742,-1.125,-1.031,-2.512,-2.366,-2.982,-2.086,-0.493
124,0.307,-0.803,-3.286,-0.349,0.206,2.24,0.915,0.613,-2.065,0.406,-0.915,-0.33,2.249,-2.381,0.184,-0.417,3.723,1.246,1.409,0.007,2.578,-1.004,0.87,-0.061,-0.639,-1.08,-1.087,-2.204,-2.32,-2.732,-1.791,-0.554
125,-0.819,-0.698,0.678,0.638,1.115,0.076,-1.036,-0.179,3.99,4.567,-0.88,0.691,0.307,-0.386,0.164,-0.315,1.87,0.366,0.296,0.01,0.479,2.1,-0.193,2.059,-0.635,-1.078,-1.09,-2.191,-2.318,-2.72,-1.778,-0.557
126,2.352,-1.677,0.019,-0.242,0.956,1.608,1.505,-1.117,-1.521,4.062,-1.199,-1.502,2.77,-1.336,0.348,-1.268,4.5,0.246,2.35,0.986,2.398,-2.863,1.395,-0.058,-0.678,-1.097,-1.066,-2.32,-2.337,-2.826,-1.902,-0.531
127,0.004,-1.386,-1.083,-0.278,0.706,1.152,-0.358,2.46,-1.369,1.51,-1.104,-0.445,-0.07,-1.351,0.293,2.016,0.908,-0.421,0.036,-0.007,2.124,-0.576,1.22,3.274,-0.665,-1.091,-1.073,-2.282,-2.331,-2.794,-1.865,-0.539
128,-0.411,-0.875,-0.912,-0.218,0.127,0.918,-1.587,1.491,-2.625,0.758,-1.263,-0.541,-0.339,-1.325,0.385,1.539,1.223,0.019,0.563,0.981,0.584,2.942,0.514,0.716,-0.687,-1.101,-1.061,-2.347,-2.341,-2.847,-1.928,-0.526
129,0.077,-1.283,-1.77,-1.168,0.477,0.557,-1.778,0.684,1.162,2.131,-1.396,-0.622,0.437,-1.304,3.461,3.142,2.652,-0.448,0.002,0.971,0.967,0.541,0.759,0.251,-0.705,-1.109,-1.051,-2.401,-2.349,-2.891,-1.979,-0.515
130,-0.965,-1.248,-2.782,-0.172,0.447,-0.498,-0.762,0.753,-0.82,3.185,-1.384,0.385,0.456,-2.306,1.455,1.176,2.701,-0.408,-0.035,-0.028,-0.066,-1.424,-0.262,1.291,-0.703,-1.108,-1.052,-2.396,-2.349,-2.887,-1.975,-0.516
131,0.161,-1.353,-2.745,-1.16,0.537,-0.334,-1.811,0.546,-1.874,2.023,-1.418,-0.636,-0.601,-2.301,2.474,2.073,2.554,-0.528,0.078,-0.031,-0.968,-0.527,-3.199,2.171,-0.708,-1.11,-1.049,-2.41,-2.351,-2.899,-1.988,-0.513
132,-1.542,-0.436,-0.367,-1.027,-0.532,-0.638,-0.318,-0.599,-0.441,0.357,3.229,1.151,0.804,-1.245,0.678,0.018,0.038,1.232,-0.755,-1.058,-0.95,-0.593,0.453,-0.065,-0.756,-1.131,-1.023,-2.554,-2.372,-3.015,-2.126,-0.485
133,0.231,-0.411,1.275,-0.152,0.587,-0.243,-0.838,0.43,1.095,-0.066,4.563,0.353,-0.633,0.702,0.485,-0.983,-0.527,-0.594,0.14,-0.032,-0.913,0.415,-0.164,1.105,-0.711,-1.111,-1.048,-2.418,-2.352,-2.905,-1.996,-0.512
134,4.021,0.764,3.214,1.826,1.437,-1.516,2.244,-4.224,0.187,-2.798,3.62,2.387,0.463,2.693,3.453,-1.813,-3.283,-2.394,1.952,0.972,-0.077,-3.413,-3.269,-1.696,-0.703,-1.108,-1.052,-2.395,-2.348,-2.886,-1.974,-0.516
135,5.091,0.706,4.234,-3.167,0.487,1.575,3.216,-4.339,0.156,-2.887,-2.399,2.376,-2.569,0.696,0.463,-2.87,-3.364,-3.461,2.015,1.97,0.978,4.53,-3.234,-2.763,-0.705,-1.109,-1.051,-2.402,-2.349,-2.892,-1.981,-0.515
136,5.523,1.344,4.36,-3.123,1.797,1.14,3.047,-6.054,-1.033,-4.442,-2.517,3.305,-2.767,0.715,0.531,-3.222,-3.87,-3.874,3.404,0.962,2.317,4.175,-3.017,-2.175,-0.721,-1.116,-1.042,-2.45,-2.357,-2.931,-2.027,-0.505
137,0.884,-0.615,-4.7,-2.494,-0.816,-0.62,-1.529,-0.034,-1.444,0.233,5.472,0.904,-1.099,-2.442,-1.04,-0.259,-0.613,-0.394,0.129,0.036,-2.538,-0.835,-4.844,-0.705,-0.587,-1.056,-1.116,-2.047,-2.296,-2.603,-1.64,-0.585
138,-0.353,-2.417,1.231,0.482,0.014,0.07,0.564,0.358,-1.34,0.537,1.536,1.943,0.01,-2.452,0.923,-1.066,-0.336,-0.167,-0.085,1.041,-0.724,-0.64,1.037,-0.479,-0.578,-1.052,-1.121,-2.02,-2.292,-2.582,-1.615,-0.59
139,-0.544,-2.093,2.466,-0.435,-0.405,1.128,-0.753,-0.98,-0.693,-0.501,1.317,0.81,0.639,0.582,0.05,-0.725,-1.282,0.059,-0.357,1.025,-0.09,-1.305,0.443,-0.25,-0.608,-1.066,-1.104,-2.11,-2.305,-2.655,-1.701,-0.572
140,-0.171,-2.568,2.283,-1.499,0.144,0.307,0.493,0.058,-0.419,0.305,2.487,1.913,-1.073,-0.445,-0.048,-1.214,-0.548,-0.341,0.078,1.037,-0.582,-0.789,0.128,0.348,-0.584,-1.055,-1.117,-2.041,-2.295,-2.598,-1.634,-0.586
141,0.077,-1.283,-0.77,-0.168,1.477,0.557,0.222,1.684,-1.838,1.131,-0.396,1.378,0.437,-1.304,0.461,1.142,1.652,0.552,1.002,0.971,0.967,0.541,1.759,1.251,-0.705,-1.109,-1.051,-2.401,-2.349,-2.891,-1.979,-0.515
142,0.362,-0.85,-2.27,-0.343,1.246,2.313,1.893,0.521,-2.089,0.334,-0.93,0.661,2.224,-2.378,0.192,-0.462,3.658,1.193,1.459,0.006,2.621,-1.049,0.898,-0.114,-0.641,-1.081,-1.086,-2.211,-2.321,-2.737,-1.797,-0.553
143,0.759,-0.51,-2.737,-2.507,1.094,0.216,-1.48,0.173,-0.389,0.394,-1.494,0.925,-1.041,-1.448,4.941,1.843,2.534,-0.274,0.016,0.039,-2.637,4.268,-4.907,1.415,-0.582,-1.054,-1.119,-2.033,-2.294,-2.592,-1.627,-0.588
144,0.62,-0.394,-1.778,2.479,1.994,0.034,-0.425,0.404,0.672,0.573,-1.456,0.948,2.023,-0.454,0.919,0.956,-0.303,0.859,-0.11,0.042,-1.746,-0.617,1.023,1.548,-0.577,-1.052,-1.121,-2.017,-2.292,-2.58,-1.612,-0.591
145,-0.735,-0.768,0.702,-0.353,0.176,0.186,-0.069,2.682,-0.046,2.46,0.097,0.677,0.268,-1.383,1.177,1.617,1.772,0.286,-0.629,0.008,0.545,0.031,1.849,1.979,-0.638,-1.079,-1.088,-2.2,-2.319,-2.728,-1.787,-0.555
146,-0.572,-1.069,1.458,0.562,-1.425,-1.909,1.258,0.066,0.319,0.534,4.324,1.815,0.652,1.581,0.046,0.298,0.751,1.086,-1.382,1.025,-0.112,-1.282,-0.571,1.777,-0.607,-1.065,-1.105,-2.107,-2.305,-2.652,-1.698,-0.573
147,-0.283,-1.475,-1.749,2.489,1.064,0.161,0.536,1.242,-0.37,1.448,1.517,0.932,1.978,-2.449,-0.066,0.877,1.583,1.766,-0.022,1.04,0.331,0.303,0.072,0.455,-0.58,-1.054,-1.119,-2.028,-2.293,-2.588,-1.622,-0.589
148,0.655,-0.094,-0.184,2.687,1.456,1.696,0.778,0.037,4.783,-0.042,-0.009,0.613,-0.911,0.634,0.238,0.299,0.316,-1.087,0.722,1.0,1.851,2.71,1.045,-0.393,-0.652,-1.085,-1.08,-2.243,-2.325,-2.763,-1.828,-0.546
149,0.954,1.327,-3.68,-0.487,1.235,0.471,0.444,1.85,-1.474,2.143,-1.547,0.893,0.869,-2.439,-0.029,1.684,2.305,0.539,0.191,1.035,-0.483,4.108,-0.809,0.229,-0.589,-1.057,-1.115,-2.054,-2.297,-2.61,-1.647,-0.583
150,1.452,2.746,2.174,1.462,-0.126,-0.185,1.64,0.681,-0.255,0.788,3.589,2.975,2.1,3.539,3.893,3.093,-0.107,1.019,0.74,1.045,0.123,-0.48,-0.062,3.707,-0.57,-1.049,-1.125,-1.999,-2.289,-2.564,-1.594,-0.594
